nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Canela en rama Vegecampo de Dia frasco 20 g,1.39,KILO,69.5,,"Harina de maíz, agua, sal, antioxidantes",Canela en rama.,Alimentacion,DIA,Dia
Cepillo cabello cerámico Mas Beauty 35mm,"3,75€",UNIDAD,"3,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw98279b06/Assets/075592_C1C1/large/5/f/3/f/5f3f0671a2784b36f6b580e74dc62dc5c4d86aba_075592_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Yogur proteínas Danone pack 4 stracciatella,"4,70€",KILO,"1,88€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb79087ce/Assets/072473_C1C1/large/8/0/b/6/80b6a928030d5b2c5b23745d45be81ee0fec8941_072473_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,AHORRAMAS
Pan horneado baguetina,"14,60",UNIDAD,"0,54 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A38010_00.jpg?t=20241105030755,"Harina integral, aceite de oliva, semillas, sal",,Alimentacion,,BM
Tomate frito con aceite de oliva 390 g,"22,43",KILO,"1,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A12586_00.jpg?t=20241106030107,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Melocoton piña-fruta de la pasion 4x125 g,"7,99",KILO,"2,80 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A62981_00.jpg?t=20241108030112,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Paté tapa negra La Piara 3+1 75g,"13,13€",KILO,"3,94€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3df2574f/Assets/067859_C1C1/large/e/a/a/5/eaa5aad9e677facdfecb7042998aa518c6ae2913_067859_C1C1.png?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Aceite de oliva virgen extra hojiblanca 1 l,"8,45",LITRO,"9,70 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10408_00.jpg?t=20241016030806,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Espagueti con titnta de calamar 250 g,"6,95",KILO,"2,65 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10041_00.jpg?t=20241106030120,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Palitos Zanahorias 165gr,"9,29",KILO,"2,05 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A26510_00.jpg?t=20241106030459,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Dulce de leche Mardel frasco 450 g,3.15,KILO,7.0,,"Leche de almendras, azúcar, estabilizantes, sal",Dulce de leche,Alimentacion,DIA,Dia
Anacardo Medina 200g frito,"13,75€",KILO,"2,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwdd87611c/Assets/063477_C1C1/large/c/7/0/d/c70d8fe789b36834f219dfd8eb74a6b7986914f1_063477_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Tortilla Sin Gluten de Old El Paso 6unid,"15,69€",KILO,"3,39€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe2d1d36e/Assets/065345_C1C1/large/6/f/d/1/6fd1b1a76ae3a839348b57a4b76223862d4fe1bb_065345_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,AHORRAMAS
Refresco de naranja Fanta lata 9 x 33 cl,6.57,LITRO,2.21,,"Frutas deshidratadas, jarabe de agave, nueces",Bebida refrescante de zumo de frutas. con azúcares y edulcorantes. con aromas naturales,Bebidas,DIA,Dia
Cubre escoba microfibra Rozenbal,"1,50€",UNIDAD,"1,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwbfa5b06b/Assets/063574_C1C1/large/c/d/4/f/cd4f959a378c775bfb470680835bbd8d51ad3d4e_063574_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Pizza crispy bacon Al Punto Dia caja 450 g,3.99,KILO,8.87,,"Harina de maíz, agua, sal, antioxidantes","Pizza con queso Mozzarella y bacon, ultracongelada.",Congelados,DIA,Dia
Garbanzo cocido ecológico Luengo frasco 400 g,1.99,KILO,4.98,,"Aceite de oliva, ajo, perejil, sal marina",Garbanzo ecológico cocido,Alimentacion,DIA,Dia
Kéfir natural 350 g,"26,35",KILO,"2,09 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Jabón de manos líquido con almendras Palmolive bote 300 ml,2.39,,,,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,DIA,Dia
Cerveza sin filtrar Mahou 5 estrellas botella 33cl,"2,55€",LITRO,"0,84€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb4a642ef/Assets/042888_C1C1/large/a/4/1/c/a41c73f2103595cbe53db7d00797c98e5af15b17_042888_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua, malta de cebada, lúpulo, levadura",,Bebidas,,AHORRAMAS
Calcetín Hilo Hombre Golden Lady Talla M Negro,"4,95€",UNIDAD,"4,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa05a2f87/Assets/025891_C1C1/large/4/7/1/9/471993e76fe73777d0a6ced320acfc02bc160f1c_025891_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Hogar,,AHORRAMAS
Bífidus Alipende sin azúcar añadido pack 4 melocotón y piña,"2,46€",KILO,"1,23€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwcc2039e5/Assets/082955_C1C1/large/7/3/3/e/733e9885911427d1500622ba300f65eccfcf8e21_082955_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Lacteos,,AHORRAMAS
Merluza en filetes,"13,99€",Kg,"13,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd3922569/Assets/028675_C1C1/large/9/1/6/6/916607ab92a7cbbf60e75adb3cf23725bc6648f3_028675_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Base de maquillaje Rimmel Lasting Finish 35h 400,"6,25€",UNIDAD,"6,25€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw736e5fd4/Assets/060753_C1C1/large/c/3/7/5/c375eceff15ee90413ab71c47edb33b65bce94a3_060753_C1C1.jpeg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
"Vino blanco DO Albariño 0,75 l","6,95",LITRO,"10,50 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A09151_00.jpg?t=20241106030133,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Flan de queso 4x100 g,"37,50",KILO,"3,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A06206_00.jpg?t=20241109030015,"Frutas deshidratadas, jarabe de agave, nueces",,Lacteos,,BM
Flan de huevo con caramelo Caprichoso Dia pack 4 x 100 g,1.35,KILO,3.38,,"Aceite de oliva, ajo, perejil, sal marina",Postre lácteo refrigerado con huevo.,Lacteos,DIA,Dia
Gominolas 150 g,"17,80",KILO,"0,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88430_00.jpg?t=20241106030056,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Garbanzo con espinaca 425 g,"15,49",KILO,"2,09 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A31893_00.jpg?t=20241109030046,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Huevos euskolabel decena,"15,49",DOCENA,"3,52 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Helado Ben and Jerrys Chunky Monkey banana nueces 465ml,"10,73€",LITRO,"4,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd47b1e49/Assets/048764_C1c1/large/5/a/5/2/5a52a14a9cec3459f763cf61a8437f1ba959218c_048764_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Congelados,,AHORRAMAS
Café espresso sontuoso intensidad 8 L´or 20 cápsulas,"70,10€",KILO,"7,29€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4ce74019/Assets/048974_C1C1/large/a/2/9/e/a29ef4b5403b38cfc8e332bf26e599011deb211c_048974_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Pan tostado tradicional 60 unidades,"10,70",KILO,"4,03 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66366_00.jpg?t=20241015030224,"Harina integral, aceite de oliva, semillas, sal",,Alimentacion,,BM
Butifarra blanca Alipende 300g aproximadamente,"8,00€",Kg,"2,40€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb6b08846/Assets/078223_C1C1/large/3/6/d/c/36dc00c3d7dbcf65858b4592d289604e5a901aa1_078223_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Escamas de sal marina Roca 250g,"14,36€",KILO,"3,59€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw02ba3dd4/Assets/063501_C1C1/large/7/9/1/8/7918f3d4590f11c6a5f86be8fa712bc489d4c873_063501_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,AHORRAMAS
Cerveza doble malta Ramblers de Dia lata 33 cl,0.53,LITRO,1.61,,"Agua, jugo de manzana, ácido cítrico, gas carbónico",Cerveza extra,Bebidas,DIA,Dia
Molinillo Carmencita 50g pimienta negra,"99,00€",KILO,"4,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw1ad8a598/Assets/072052_C1C1/large/e/1/7/3/e17374e4a5c86a35b8cbaa36151c755b29b20de1_072052_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,AHORRAMAS
Cerveza rubia especial Mahou 5 Estrellas lata 33cl,"2,58€",LITRO,"0,85€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwba87d45a/Assets/023801_C1C1/large/c/3/e/f/c3effdbbe3d42b1c4b8a00aa9b6413f76ef4bf1f_023801_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,AHORRAMAS
Coletero tela Mickey 3 unidades azul,"1,66€",UNIDAD,"4,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw152f5e66/Assets/080003_C1C1/large/4/3/2/b/432be9b790ba82b31e6319b66fa24e557d54305e_080003_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Turrón de trufa con grosellas 250 g,"15,49",KILO,"15,39 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Cepillo dental eléctrico Pierrot con un recambio extra,"5,75€",UNIDAD,"5,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw30feee7a/Assets/017290_C1C1/large/8/a/1/2/8a12c48693b707c41576aa0cccfc3bdd3d8a1921_017290_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Jamón cocido extra Elpozo 1954 sobre 150 g,2.0,KILO,13.33,,"Aceite de oliva, ajo, perejil, sal marina",JAMÓN COCIDO EXTRA. SABOR AHUMADO.,Frescos,DIA,Dia
Vino blanco DO Rueda Protos verdejo,"9,27€",LITRO,"6,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw460e8e7d/Assets/036361_C1C1/large/8/4/f/b/84fbed838d13e414e84b5f5267fed5fcfc81df95_036361_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
Recarga limpiador desinfectante multiusos eucaliptus Sanytol bolsa 750 ml,2.49,LITRO,3.32,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
Yogur de proteínas 4x105 g,"7,65",KILO,"1,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66039_00.jpg?t=20241109030102,"Leche entera pasteurizada, fermentos lácticos",,Lacteos,,BM
Aguacate Bandeja (2 unidades),"27,49",KILO,"1,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A21992_00.jpg?t=20241109030121,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,BM
Arroz negro integral perfumado 500 g,"10,70",KILO,"3,56 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A85305_00.jpg?t=20241106030011,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Cinta de lomo adobada Selección de Dia bandeja 900 g aprox.,6.74,KILO,7.49,,"Aceite de oliva, ajo, perejil, sal marina",Lomo adobado de cerdo extra con agua añadida. Preparado de carne,Frescos,DIA,Dia
Peluche Gioplush Giolama white,"14,90€",UNIDAD,"14,90€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3c93b36c/Assets/056631_C1C1/large/3/c/3/e/3c3e629152104ee86cb08b0b7e4325fe5737e350_056631_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Hogar,,AHORRAMAS
Leche continuación Nidina 2 Nestlé desde 6meses 800g,"19,94€",KILO,"15,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd6801d99/Assets/080701_C1C1/large/a/0/1/7/a0170819bd8db193820f7f6259673fe667c59a63_080701_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche desnatada, calcio, vitaminas D y B12",,Bebe,,AHORRAMAS
Vermouth rojo reserva 1 l,"6,95",LITRO,"11,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A41992_00.jpg?t=20241106030521,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Café espresso descafeinado Colombia 10 cápsulas,"6,95",UNIDAD,"4,39 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A67493_00.jpg?t=20241106030119,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Mejillones en salsa vieira 13/18 piezas Isabel lata 69 g,2.25,KILO,32.61,,"Harina de maíz, agua, sal, antioxidantes",Mejillones Isabel en salsa vieira 13-18 piezas lata 115gr,Alimentacion,DIA,Dia
"Vino Blanco Sauvignon 0,75 l","6,95",LITRO,"10,90 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A77165_00.jpg?t=20241101030013,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Jabón líquido infantil Denenes 600ml,"0,69€",100 ML.,"4,15€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw868995f9/Assets/06213_C1C1/large/a/5/d/5/a5d55dbf4a1dec7ce7418d9dd39e9db4b428de2e_06213_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebe,,AHORRAMAS
Edulcorante líquido 140 ml,"23,25",LITRO,"0,80 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A17588_00.jpg?t=20241101030019,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Ambientador eléctrico Ambipur recambio Japan,"3,75€",UNIDAD,"3,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwdcd42f0d/Assets/081576_C1C1/large/8/4/a/4/84a40ba4b24393a174d91c779384c1a9f44c1387_081576_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina integral, aceite de oliva, semillas, sal",,Limpieza,,AHORRAMAS
Refresco sin alcohol Maylink 75cl manzana,"2,67€",LITRO,"2,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc0cbbc8b/Assets/046338_C1C1/large/f/c/4/7/fc47be9ddf9c71320649f408b15e39efa11a4e55_046338_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,AHORRAMAS
Lavavajillas concentrado ultra Super Paco de Dia botella 1 l,1.46,LITRO,1.46,,"Harina de maíz, agua, sal, antioxidantes",,Hogar,DIA,Dia
Croqueta La Cocinera sabrosísima 500g jamón,"6,98€",KILO,"3,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw87140d5f/Assets/058987_C1C1/large/3/7/3/9/3739c87e5016679130ac754f70f10aa2b411f52a_058987_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Limonada 1 l,"23,25",LITRO,"2,37 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63380_00.jpg?t=20240911030520,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
"Vino blanco DO Rioja 0,75 l","6,95",LITRO,"6,79 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,BM
Crema de manos Bodyplus 150ml aloe vera,"0,99€",100 ML.,"1,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb092071a/Assets/046428_C1C1/large/4/b/4/d/4b4da825fe200c2b48c5c193a9d2f27d8fcb88c3_046428_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Manzana royal gala Selecta unidad (250 g aprox),"2,89",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156166,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Yogur griego natural Fidias de Dia pack 6 x 125 g,1.47,KILO,1.96,,"Leche de almendras, azúcar, estabilizantes, sal",Yogur natural,Lacteos,DIA,Dia
Lomo fresco extratierno bandeja 600 g,"10,95",KILO,"5,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88313_00.jpg?t=20241107030236,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Serum Rellenador Garnier 30Ml Aloe,"54,67€",100 ML.,"16,40€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw363c1d53/Assets/028166_C1C1/large/a/8/a/9/a8a92a2d2eeecbd03fc57c812b56dc7ed4ba84d1_028166_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Cerveza 33 cl,"6,95",LITRO,"1,00 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A37153_00.jpg?t=20241106030105,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,BM
Chorizo extra picante Nuestra Alacena de Dia bolsa 270 g,2.4,KILO,8.89,,"Aceite de oliva, ajo, perejil, sal marina",Chorizo extra en forma de sarta.,Frescos,DIA,Dia
Coco troceado bio bolsa 56 g,0.99,KILO,17.68,,"Harina de maíz, agua, sal, antioxidantes",Trozos de coco orgánico,Frescos,DIA,Dia
Helado stick sandwich 4 unidades,"12,24",LITRO,"5,29 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159421,"Harina de maíz, agua, sal, antioxidantes",,Congelados,,BM
Máscara de pestañas Maybelline lash sensational efecto abanico,"11,35€",UNIDAD,"11,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw839aedd6/Assets/048600_C1C1/large/1/7/0/d/170d78f12ddc60864ea4381444a88d6ff788b85e_048600_C1C1.jpeg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Ambientador eléctrico Lanta recambio ropa limpia,"6,40€",100 ML.,"1,60€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw0dc34194/Assets/054526_C1C1/large/1/f/6/0/1f603e61cebd9f8bc96ac6bd86a63b91ef2056f1_054526_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
"Vino tinto DO Ribera del Duero 0,75 l","6,95",LITRO,"21,50 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A40796_00.jpg?t=20241106030131,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,BM
Helado cono Alipende tarta queso 4 uds,"4,58€",LITRO,"2,29€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw354fcce5/Assets/023225_C1C1/large/f/7/e/0/f7e00ab1b7a82c9ef97820d192128ea10f33ec23_023225_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Turrón de chocolate 2x230 g pack 460 g,"6,95",KILO,"7,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-new-arrival.png?ts=1731158730,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Tortitas de maíz Alipende 130g,"9,15€",KILO,"1,19€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw1e844803/Assets/081326_C1C1/large/f/4/d/3/f4d35a82c5fce33ae6f4549650694c829ab6e7f2_081326_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,AHORRAMAS
Fiambre de pechuga de pavo Campofrío 75gr,"13,33€",KILO,"1,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw90b5506e/Assets/01831_C1C1/large/1/4/8/9/148905ccb50d667c07eb027152310354ac47fe47_01831_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Galleta caramelizada 250 g,"22,43",KILO,"1,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A44842_00.jpg?t=20241108030142,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
